constraint_id,s,p,o
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q18629351,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q18638154,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q19501929,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q19560720,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q19571825,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q19595225,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q20856358,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q22004981,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q23636845,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q23658928,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q24958281,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q24958404,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q25390686,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q25990523,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q26921029,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q27559845,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q27565408,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q28839889,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q29477721,wdt:P2962,wd:Q20036268
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q774964,wdt:P2962,wd:Q27577395
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q15642838,wdt:P2962,wd:Q27577395
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q15651247,wdt:P2962,wd:Q27577395
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q16223843,wdt:P2962,wd:Q27577395
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q1704014,wdt:P2962,wd:Q27634411
wds:P2962-6AA58C44-6A13-415D-B6A5-941363C1F3EF,wd:Q1727939,wdt:P2962,wd:Q27634411
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664719,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664722,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664728,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664730,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664733,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664737,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664739,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664741,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664744,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664746,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664748,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664751,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664753,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664758,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664760,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q750,wdt:P30,wd:Q30
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q27897729,wdt:P30,wd:Q30
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q38310235,wdt:P30,wd:Q30
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q213,wdt:P30,wd:Q36
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q664609,wdt:P30,wd:Q84
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q41,wdt:P30,wd:Q111
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q12117219,wdt:P30,wd:Q112
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q29,wdt:P30,wd:Q145
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q26875104,wdt:P30,wd:Q159
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q213,wdt:P30,wd:Q183
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q213,wdt:P30,wd:Q214
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q859376,wdt:P30,wd:Q218
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q178167,wdt:P30,wd:Q408
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q747182,wdt:P30,wd:Q408
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q4907286,wdt:P30,wd:Q668
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q79,wdt:P30,wd:Q739
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q5969340,wdt:P30,wd:Q786
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q16644,wdt:P30,wd:Q1486
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q26,wdt:P30,wd:Q3143
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q219,wdt:P30,wd:Q3143
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q588,wdt:P30,wd:Q3143
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q739,wdt:P30,wd:Q3143
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q156789,wdt:P30,wd:Q3143
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q521559,wdt:P30,wd:Q3143
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q85,wdt:P30,wd:Q4412
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q17544839,wdt:P30,wd:Q6256
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q262,wdt:P30,wd:Q9659
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q252,wdt:P30,wd:Q11708
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q252717,wdt:P30,wd:Q12585
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q47164723,wdt:P30,wd:Q23439
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q43,wdt:P30,wd:Q23522
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q138837,wdt:P30,wd:Q25373
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q43,wdt:P30,wd:Q27293
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q582861,wdt:P30,wd:Q27381
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q19083,wdt:P30,wd:Q27468
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q156593,wdt:P30,wd:Q27468
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q7100912,wdt:P30,wd:Q27479
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q644891,wdt:P30,wd:Q27496
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1026296,wdt:P30,wd:Q29876
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q12714021,wdt:P30,wd:Q35086
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1731762,wdt:P30,wd:Q50759
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q29,wdt:P30,wd:Q81333
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q5317248,wdt:P30,wd:Q108067
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q41,wdt:P30,wd:Q146246
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q40,wdt:P30,wd:Q165170
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q160307,wdt:P30,wd:Q165170
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q513,wdt:P30,wd:Q173928
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q115,wdt:P30,wd:Q181238
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q115,wdt:P30,wd:Q181238
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q262,wdt:P30,wd:Q181238
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q142,wdt:P30,wd:Q185144
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q11953675,wdt:P30,wd:Q185144
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q237,wdt:P30,wd:Q193089
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q14553,wdt:P30,wd:Q193089
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q201243,wdt:P30,wd:Q193089
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q235062,wdt:P30,wd:Q210718
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q3634135,wdt:P30,wd:Q210718
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q183,wdt:P30,wd:Q218640
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q76309,wdt:P30,wd:Q229632
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q174461,wdt:P30,wd:Q230634
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q781354,wdt:P30,wd:Q230634
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q41609708,wdt:P30,wd:Q230634
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q13103173,wdt:P30,wd:Q328942
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q41,wdt:P30,wd:Q345567
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q45,wdt:P30,wd:Q345567
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q84,wdt:P30,wd:Q345567
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q145,wdt:P30,wd:Q345567
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q235,wdt:P30,wd:Q345567
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q746079,wdt:P30,wd:Q383721
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q45,wdt:P30,wd:Q404824
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q77,wdt:P30,wd:Q404824
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q26399118,wdt:P30,wd:Q404824
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q25227,wdt:P30,wd:Q463110
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q668,wdt:P30,wd:Q550284
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q34,wdt:P30,wd:Q579160
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q39,wdt:P30,wd:Q579160
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q95052,wdt:P30,wd:Q579160
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1373700,wdt:P30,wd:Q579160
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q90,wdt:P30,wd:Q612228
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1105646,wdt:P30,wd:Q666017
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q64,wdt:P30,wd:Q689442
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q406,wdt:P30,wd:Q689442
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q406,wdt:P30,wd:Q689442
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1278812,wdt:P30,wd:Q689442
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q854900,wdt:P30,wd:Q720545
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q2449785,wdt:P30,wd:Q720545
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q17,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q159,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q252,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q668,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q711,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q22502,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q14551,wdt:P30,wd:Q741380
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q79,wdt:P30,wd:Q766618
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q15950,wdt:P30,wd:Q766618
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q628778,wdt:P30,wd:Q766618
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q215,wdt:P30,wd:Q917580
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q96,wdt:P30,wd:Q943837
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q782,wdt:P30,wd:Q1024984
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q334225,wdt:P30,wd:Q1091109
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q21669114,wdt:P30,wd:Q1091109
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q64,wdt:P30,wd:Q1129332
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q70,wdt:P30,wd:Q1129332
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1820195,wdt:P30,wd:Q1129332
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q39,wdt:P30,wd:Q1163173
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q42737,wdt:P30,wd:Q1223088
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1683213,wdt:P30,wd:Q1272879
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1503457,wdt:P30,wd:Q1555938
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q18639092,wdt:P30,wd:Q1555938
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q142,wdt:P30,wd:Q1664027
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q29,wdt:P30,wd:Q1764764
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q13984,wdt:P30,wd:Q1999335
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q639054,wdt:P30,wd:Q2072521
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q211,wdt:P30,wd:Q2197893
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q524,wdt:P30,wd:Q2717314
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q19188,wdt:P30,wd:Q2866604
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1143195,wdt:P30,wd:Q2866604
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q3123574,wdt:P30,wd:Q2866604
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q3537486,wdt:P30,wd:Q2866604
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q84,wdt:P30,wd:Q3060724
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q142,wdt:P30,wd:Q3293053
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q32,wdt:P30,wd:Q3918638
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q105967,wdt:P30,wd:Q4689531
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q167715,wdt:P30,wd:Q4806330
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q3522109,wdt:P30,wd:Q4806330
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q151650,wdt:P30,wd:Q4996297
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q2456696,wdt:P30,wd:Q5324562
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q15089348,wdt:P30,wd:Q5412023
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q69,wdt:P30,wd:Q5412139
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q178855,wdt:P30,wd:Q5412139
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q396491,wdt:P30,wd:Q5412139
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q621469,wdt:P30,wd:Q5412139
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q43,wdt:P30,wd:Q6841316
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q17352227,wdt:P30,wd:Q16026727
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q81591,wdt:P30,wd:Q16110249
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q25247858,wdt:P30,wd:Q16114456
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q25277,wdt:P30,wd:Q17068850
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q664059,wdt:P30,wd:Q17125835
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q26207198,wdt:P30,wd:Q19464773
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q46960843,wdt:P30,wd:Q19464773
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q237,wdt:P30,wd:Q28113514
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q459173,wdt:P30,_:genid311394f7583df30c62783289f50b7516112a1a1bb2
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q241634,wdt:P30,_:genid311b56584b52d5ee65d7957d4274dd219521a8c32b
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664726,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664735,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q23664742,wdt:P30,wd:Q5
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q513,wdt:P30,wd:Q30
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q16254979,wdt:P30,wd:Q30
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q414,wdt:P30,wd:Q319
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q29,wdt:P30,wd:Q11959
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q3667936,wdt:P30,wd:Q12585
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q79,wdt:P30,wd:Q16641
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q298,wdt:P30,wd:Q25373
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q17069629,wdt:P30,wd:Q29876
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q224,wdt:P30,wd:Q193089
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q3740507,wdt:P30,wd:Q193089
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q423,wdt:P30,wd:Q210718
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q579205,wdt:P30,wd:Q210718
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1050979,wdt:P30,wd:Q300914
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q792,wdt:P30,wd:Q404824
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q148,wdt:P30,wd:Q510586
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q456,wdt:P30,wd:Q579160
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q16869,wdt:P30,wd:Q605744
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q148,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q334,wdt:P30,wd:Q726891
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q5034894,wdt:P30,wd:Q741380
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q414,wdt:P30,wd:Q1951185
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q21,wdt:P30,wd:Q2072521
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q515423,wdt:P30,wd:Q2072521
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1411230,wdt:P30,wd:Q2866604
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q2845448,wdt:P30,wd:Q2866604
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q5683213,wdt:P30,wd:Q3140273
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q591373,wdt:P30,wd:Q4806330
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q967304,wdt:P30,wd:Q4823547
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q1285832,wdt:P30,wd:Q5324562
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q71,wdt:P30,wd:Q5412139
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q15706576,wdt:P30,wd:Q13378231
wds:P30-7D805025-97DA-4621-8B31-EBEB29E60A8C,wd:Q2450240,wdt:P30,wd:Q16479903
wds:P3156-0F5AAD0B-CC97-405F-8742-0954F5EFC320,wd:Q2579674,wdt:P3156,wd:Q3384891
wds:P3428-E75AB911-A677-4F6C-8207-106A1A2B36B3,wd:Q19952372,wdt:P3428,wd:Q27253940
wds:P3650-EE9A4BC9-3D9C-4763-A2E2-B2FFD1778B18,wd:Q28798258,wdt:P3650,wd:Q38582
wds:P3650-EE9A4BC9-3D9C-4763-A2E2-B2FFD1778B18,wd:Q3175781,wdt:P3650,wd:Q20644794
wds:P3650-EE9A4BC9-3D9C-4763-A2E2-B2FFD1778B18,wd:Q25927244,wdt:P3650,wd:Q20644795
wds:P3871-f13fef9b-4535-19ba-ed68-7a93ab1f3372,wd:Q21619269,wdt:P3871,wd:Q37105
wds:P3871-f13fef9b-4535-19ba-ed68-7a93ab1f3372,wd:Q22410686,wdt:P3871,wd:Q603022
wds:P3871-f13fef9b-4535-19ba-ed68-7a93ab1f3372,wd:Q1773449,wdt:P3871,wd:Q15272410
wds:P4312-1e439709-4feb-8d92-36dd-44ca3a904d78,wd:Q18754,wdt:P4312,wd:Q18754
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q450,wdt:P437,wd:Q5
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q151885,wdt:P437,wd:Q5
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q19891513,wdt:P437,wd:Q29
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q19891513,wdt:P437,wd:Q45
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q20670394,wdt:P437,wd:Q61
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q25212849,wdt:P437,wd:Q199
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q9668166,wdt:P437,wd:Q571
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q19891513,wdt:P437,wd:Q801
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q22095476,wdt:P437,wd:Q808
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q12132639,wdt:P437,wd:Q901
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q859700,wdt:P437,wd:Q4439
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q2708114,wdt:P437,wd:Q4492
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q1368412,wdt:P437,wd:Q5151
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q16259048,wdt:P437,wd:Q6368
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q42949340,wdt:P437,wd:Q11472
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q163965,wdt:P437,wd:Q14350
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q7428512,wdt:P437,wd:Q14350
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q1301576,wdt:P437,wd:Q16338
wds:P437-E7DC12E3-4E33-4CA1-A321-29454951D647,wd:Q51929202,wdt:P437,wd:Q31708
